"timestamp [UTC]",message,severityLevel,itemType,customDimensions,customMeasurements,"operation_Name","operation_Id","operation_ParentId","operation_SyntheticSource","session_Id","user_Id","user_AuthenticatedId","user_AccountId","application_Version","client_Type","client_Model","client_OS","client_IP","client_City","client_StateOrProvince","client_CountryOrRegion","client_Browser","cloud_RoleName","cloud_RoleInstance",appId,appName,iKey,sdkVersion,itemId,itemCount,"_ResourceId"
"3/3/2026, 1:37:25.784 PM","Executed 'Functions.process_ewa_queue' (Succeeded, Id=905d434c-eea3-49b0-870d-9d8d686bcbb9, Duration=239594ms)",1,trace,"{""prop__invocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""prop__functionName"":""Functions.process_ewa_queue"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""prop__{OriginalFormat}"":""Executed '{functionName}' ({status}, Id={invocationId}, Duration={executionDuration}ms)"",""LogLevel"":""Information"",""EventId"":""2"",""prop__status"":""Succeeded"",""Category"":""Function.process_ewa_queue"",""EventName"":""FunctionCompleted"",""prop__executionDuration"":""239594""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a85f-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:25.782 PM","Successfully processed ERP_EWA_02.2026.pdf: 0 check-overview rows, 210 chunks",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a85e-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:25.778 PM","Response status: 200
Response headers:
    'Content-Length': '0'
    'Server': 'Microsoft-HTTPAPI/2.0'
    'Strict-Transport-Security': 'REDACTED'
    'x-ms-request-id': '08b56d9e-c102-4723-b456-40fb519c7edb'
    'api-supported-versions': 'REDACTED'
    'Date': 'Tue, 03 Mar 2026 13:37:25 GMT'",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a85c-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:25.771 PM","Request URL: 'https://ewa-events.uksouth-1.eventgrid.azure.net/api/events?api-version=REDACTED'
Request method: 'POST'
Request headers:
    'Content-Type': 'application/json; charset=utf-8'
    'Content-Length': '416'
    'x-ms-client-request-id': '1d84f972-1706-11f1-9249-1a73bad7dea1'
    'User-Agent': 'azsdk-python-eventgrid/4.10.0 Python/3.11.13 (Linux-5.15.186.1-1.cm2-x86_64-with-glibc2.31)'
    'aeg-sas-key': 'REDACTED'
A body is sent with the request",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a85a-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:25.768 PM","Response status: 200
Response headers:
    'Transfer-Encoding': 'chunked'
    'Content-Type': 'application/json; odata.metadata=none; odata.streaming=true; charset=utf-8'
    'Content-Encoding': 'REDACTED'
    'Vary': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'Preference-Applied': 'REDACTED'
    'OData-Version': 'REDACTED'
    'request-id': '1d7a060c-1706-11f1-9249-1a73bad7dea1'
    'elapsed-time': 'REDACTED'
    'Date': 'Tue, 03 Mar 2026 13:37:24 GMT'",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a858-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:25.699 PM","Request URL: 'https://ewa-search.search.windows.net/indexes('ewa-docs')/docs/search.index?api-version=REDACTED'
Request method: 'POST'
Request headers:
    'Content-Type': 'application/json'
    'Content-Length': '126'
    'api-key': 'REDACTED'
    'Accept': 'application/json;odata.metadata=none'
    'x-ms-client-request-id': '1d7a060c-1706-11f1-9249-1a73bad7dea1'
    'User-Agent': 'azsdk-python-search-documents/11.6.0 Python/3.11.13 (Linux-5.15.186.1-1.cm2-x86_64-with-glibc2.31)'
A body is sent with the request",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a857-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:25.696 PM","Response status: 200
Response headers:
    'Transfer-Encoding': 'chunked'
    'Content-Type': 'application/json; odata.metadata=none; odata.streaming=true; charset=utf-8'
    'Content-Encoding': 'REDACTED'
    'Vary': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'Preference-Applied': 'REDACTED'
    'OData-Version': 'REDACTED'
    'request-id': '1ce5d68a-1706-11f1-9249-1a73bad7dea1'
    'elapsed-time': 'REDACTED'
    'Date': 'Tue, 03 Mar 2026 13:37:24 GMT'",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a854-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:24.729 PM","Request URL: 'https://ewa-search.search.windows.net/indexes('ewa-chunks')/docs/search.index?api-version=REDACTED'
Request method: 'POST'
Request headers:
    'Content-Type': 'application/json'
    'Content-Length': '7638436'
    'api-key': 'REDACTED'
    'Accept': 'application/json;odata.metadata=none'
    'x-ms-client-request-id': '1ce5d68a-1706-11f1-9249-1a73bad7dea1'
    'User-Agent': 'azsdk-python-search-documents/11.6.0 Python/3.11.13 (Linux-5.15.186.1-1.cm2-x86_64-with-glibc2.31)'
A body is sent with the request",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a852-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:24.728 PM","Response status: 200
Response headers:
    'Content-Length': '0'
    'Server': 'Microsoft-HTTPAPI/2.0'
    'Strict-Transport-Security': 'REDACTED'
    'x-ms-request-id': '76efde87-82fa-4812-9626-8fb68b2eff42'
    'api-supported-versions': 'REDACTED'
    'Date': 'Tue, 03 Mar 2026 13:37:24 GMT'",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a850-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
"3/3/2026, 1:37:24.517 PM","Request URL: 'https://ewa-events.uksouth-1.eventgrid.azure.net/api/events?api-version=REDACTED'
Request method: 'POST'
Request headers:
    'Content-Type': 'application/json; charset=utf-8'
    'Content-Length': '386'
    'x-ms-client-request-id': '1cc59a00-1706-11f1-9249-1a73bad7dea1'
    'User-Agent': 'azsdk-python-eventgrid/4.10.0 Python/3.11.13 (Linux-5.15.186.1-1.cm2-x86_64-with-glibc2.31)'
    'aeg-sas-key': 'REDACTED'
A body is sent with the request",1,trace,"{""InvocationId"":""905d434c-eea3-49b0-870d-9d8d686bcbb9"",""ProcessId"":""33"",""HostInstanceId"":""97f6a1eb-673b-4bc7-9084-8494daccfcfe"",""LogLevel"":""Information"",""Category"":""Function.process_ewa_queue.User""}",,"process_ewa_queue",1ade9527363618882b774c31ddb109b8,2b558526e8ea64af,,,,,,,PC,,,"0.0.0.0",,,,,"ewa-processor-prod","0--f5aa72be-b469-4a99-a9b4-3f3afd4a7938","0f322f54-c7f6-40d0-94df-bca8103cc8ee","/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod","8446d0cd-98d0-4523-aff2-3d821fdba881","azurefunctions: 4.1044.300.1","2c32a84f-1706-11f1-88df-7c1e522e2492",1,"/subscriptions/2969c0b7-f92f-49b7-b7e6-d3135583ad6e/resourcegroups/ewa-mcp-rg/providers/microsoft.insights/components/ewa-processor-prod"
